Epoch 0, lr 0.001
(732,801) epoch loss : 0.005509
Epoch 733, lr 1.0000000000000002e-07

(733,801) 0 step loss : 0.000344
(733,801) epoch loss : 0.005509
Epoch 734, lr 1.0000000000000002e-07

(734,801) 0 step loss : 0.000344
(734,801) epoch loss : 0.005509
Epoch 735, lr 1.0000000000000002e-07

(735,801) 0 step loss : 0.000344
(735,801) epoch loss : 0.005509
Epoch 736, lr 1.0000000000000002e-07

(736,801) 0 step loss : 0.000344
(736,801) epoch loss : 0.005508
Epoch 737, lr 1.0000000000000002e-07

(737,801) 0 step loss : 0.000344
(737,801) epoch loss : 0.005508
Epoch 738, lr 1.0000000000000002e-07

(738,801) 0 step loss : 0.000344
(738,801) epoch loss : 0.005508
Epoch 739, lr 1.0000000000000002e-07

(739,801) 0 step loss : 0.000344
(739,801) epoch loss : 0.005508
Epoch 740, lr 1.0000000000000002e-07

(740,801) 0 step loss : 0.000344
(740,801) epoch loss : 0.005508
Epoch 741, lr 1.0000000000000002e-07

(741,801) 0 step loss : 0.000344
(741,801) epoch loss : 0.005508
Epoch 742, lr 1.0000000000000002e-07

(742,801) 0 step loss : 0.000344
(742,801) epoch loss : 0.005508
Epoch 743, lr 1.0000000000000002e-07

(743,801) 0 step loss : 0.000344
(743,801) epoch loss : 0.005508
Epoch 744, lr 1.0000000000000002e-07

(744,801) 0 step loss : 0.000344
(744,801) epoch loss : 0.005508
Epoch 745, lr 1.0000000000000002e-07

(745,801) 0 step loss : 0.000344
(745,801) epoch loss : 0.005508
Epoch 746, lr 1.0000000000000002e-07

(746,801) 0 step loss : 0.000344
(746,801) epoch loss : 0.005508
Epoch 747, lr 1.0000000000000002e-07

(747,801) 0 step loss : 0.000344
(747,801) epoch loss : 0.005508
Epoch 748, lr 1.0000000000000002e-07

(748,801) 0 step loss : 0.000344
(748,801) epoch loss : 0.005508
Epoch 749, lr 1.0000000000000002e-07

(749,801) 0 step loss : 0.000344
(749,801) epoch loss : 0.005508
Epoch 750, lr 1.0000000000000002e-07

(750,801) 0 step loss : 0.000344
(750,801) epoch loss : 0.005508
Epoch 751, lr 1.0000000000000002e-07

(751,801) 0 step loss : 0.000344
(751,801) epoch loss : 0.005508
Epoch 752, lr 1.0000000000000002e-07

(752,801) 0 step loss : 0.000344
(752,801) epoch loss : 0.005508
Epoch 753, lr 1.0000000000000002e-07

(753,801) 0 step loss : 0.000344
(753,801) epoch loss : 0.005508
Epoch 754, lr 1.0000000000000002e-07

(754,801) 0 step loss : 0.000344
(754,801) epoch loss : 0.005508
Epoch 755, lr 1.0000000000000002e-07

(755,801) 0 step loss : 0.000344
(755,801) epoch loss : 0.005508
Epoch 756, lr 1.0000000000000002e-07

(756,801) 0 step loss : 0.000344
(756,801) epoch loss : 0.005508
Epoch 757, lr 1.0000000000000002e-07

(757,801) 0 step loss : 0.000344
(757,801) epoch loss : 0.005508
Epoch 758, lr 1.0000000000000002e-07

(758,801) 0 step loss : 0.000344
(758,801) epoch loss : 0.005508
Epoch 759, lr 1.0000000000000002e-07

(759,801) 0 step loss : 0.000344
(759,801) epoch loss : 0.005508
Epoch 760, lr 1.0000000000000002e-07

(760,801) 0 step loss : 0.000344
(760,801) epoch loss : 0.005508
Epoch 761, lr 1.0000000000000002e-07

(761,801) 0 step loss : 0.000344
(761,801) epoch loss : 0.005508
Epoch 762, lr 1.0000000000000002e-07

(762,801) 0 step loss : 0.000344
(762,801) epoch loss : 0.005508
Epoch 763, lr 1.0000000000000002e-07

(763,801) 0 step loss : 0.000344
(763,801) epoch loss : 0.005508
Epoch 764, lr 1.0000000000000002e-07

(764,801) 0 step loss : 0.000344
(764,801) epoch loss : 0.005508
Epoch 765, lr 1.0000000000000002e-07

(765,801) 0 step loss : 0.000344
(765,801) epoch loss : 0.005508
Epoch 766, lr 1.0000000000000002e-07

(766,801) 0 step loss : 0.000344
(766,801) epoch loss : 0.005508
Epoch 767, lr 1.0000000000000002e-07

(767,801) 0 step loss : 0.000344
(767,801) epoch loss : 0.005508
Epoch 768, lr 1.0000000000000002e-07

(768,801) 0 step loss : 0.000344
(768,801) epoch loss : 0.005508
Epoch 769, lr 1.0000000000000002e-07

(769,801) 0 step loss : 0.000344
(769,801) epoch loss : 0.005508
Epoch 770, lr 1.0000000000000002e-07

(770,801) 0 step loss : 0.000344
(770,801) epoch loss : 0.005508
Epoch 771, lr 1.0000000000000002e-07

(771,801) 0 step loss : 0.000344
(771,801) epoch loss : 0.005508
Epoch 772, lr 1.0000000000000002e-07

(772,801) 0 step loss : 0.000344
(772,801) epoch loss : 0.005508
Epoch 773, lr 1.0000000000000002e-07

(773,801) 0 step loss : 0.000344
(773,801) epoch loss : 0.005508
Epoch 774, lr 1.0000000000000002e-07

(774,801) 0 step loss : 0.000344
(774,801) epoch loss : 0.005508
Epoch 775, lr 1.0000000000000002e-07

(775,801) 0 step loss : 0.000344
(775,801) epoch loss : 0.005507
Epoch 776, lr 1.0000000000000002e-07

(776,801) 0 step loss : 0.000344
(776,801) epoch loss : 0.005507
Epoch 777, lr 1.0000000000000002e-07

(777,801) 0 step loss : 0.000344
(777,801) epoch loss : 0.005507
Epoch 778, lr 1.0000000000000002e-07

(778,801) 0 step loss : 0.000344
(778,801) epoch loss : 0.005507
Epoch 779, lr 1.0000000000000002e-07

(779,801) 0 step loss : 0.000344
(779,801) epoch loss : 0.005507
Epoch 780, lr 1.0000000000000002e-07

(780,801) 0 step loss : 0.000344
(780,801) epoch loss : 0.005507
Epoch 781, lr 1.0000000000000002e-07

(781,801) 0 step loss : 0.000344
(781,801) epoch loss : 0.005507
Epoch 782, lr 1.0000000000000002e-07

(782,801) 0 step loss : 0.000344
(782,801) epoch loss : 0.005507
Epoch 783, lr 1.0000000000000002e-07

(783,801) 0 step loss : 0.000344
(783,801) epoch loss : 0.005507
Epoch 784, lr 1.0000000000000002e-07

(784,801) 0 step loss : 0.000344
(784,801) epoch loss : 0.005507
Epoch 785, lr 1.0000000000000002e-07

(785,801) 0 step loss : 0.000344
(785,801) epoch loss : 0.005507
Epoch 786, lr 1.0000000000000002e-07

(786,801) 0 step loss : 0.000344
(786,801) epoch loss : 0.005507
Epoch 787, lr 1.0000000000000002e-07

(787,801) 0 step loss : 0.000344
(787,801) epoch loss : 0.005507
Epoch 788, lr 1.0000000000000002e-07

(788,801) 0 step loss : 0.000344
(788,801) epoch loss : 0.005507
Epoch 789, lr 1.0000000000000002e-07

(789,801) 0 step loss : 0.000344
(789,801) epoch loss : 0.005507
Epoch 790, lr 1.0000000000000002e-07

(790,801) 0 step loss : 0.000344
(790,801) epoch loss : 0.005507
Epoch 791, lr 1.0000000000000002e-07

(791,801) 0 step loss : 0.000344
(791,801) epoch loss : 0.005507
Epoch 792, lr 1.0000000000000002e-07

(792,801) 0 step loss : 0.000344
(792,801) epoch loss : 0.005507
Epoch 793, lr 1.0000000000000002e-07

(793,801) 0 step loss : 0.000344
(793,801) epoch loss : 0.005507
Epoch 794, lr 1.0000000000000002e-07

(794,801) 0 step loss : 0.000344
(794,801) epoch loss : 0.005507
Epoch 795, lr 1.0000000000000002e-07

(795,801) 0 step loss : 0.000344
(795,801) epoch loss : 0.005507
Epoch 796, lr 1.0000000000000002e-07

(796,801) 0 step loss : 0.000344
(796,801) epoch loss : 0.005507
Epoch 797, lr 1.0000000000000002e-07

(797,801) 0 step loss : 0.000344
(797,801) epoch loss : 0.005507
Epoch 798, lr 1.0000000000000002e-07

(798,801) 0 step loss : 0.000344
(798,801) epoch loss : 0.005507
Epoch 799, lr 1.0000000000000002e-07

(799,801) 0 step loss : 0.000344
(799,801) epoch loss : 0.005507
Epoch 800, lr 1.0000000000000002e-07

(800,801) 0 step loss : 0.000344
(800,801) epoch loss : 0.005507
Epoch 0, lr 0.0001

(0,1001) 0 step loss : 0.002090
(0,1001) epoch loss : 0.033433
Epoch 1, lr 0.0001

(1,1001) 0 step loss : 0.001754
(1,1001) epoch loss : 0.028065
Epoch 2, lr 0.0001

(2,1001) 0 step loss : 0.001544
(2,1001) epoch loss : 0.024710
Epoch 3, lr 0.0001

(3,1001) 0 step loss : 0.001407
(3,1001) epoch loss : 0.022508
Epoch 4, lr 0.0001

(4,1001) 0 step loss : 0.001323
(4,1001) epoch loss : 0.021168
Epoch 5, lr 0.0001

(5,1001) 0 step loss : 0.001318
(5,1001) epoch loss : 0.021086
Epoch 6, lr 0.0001

(6,1001) 0 step loss : 0.001328
(6,1001) epoch loss : 0.021255
Epoch 7, lr 0.0001

(7,1001) 0 step loss : 0.001341
(7,1001) epoch loss : 0.021463
Epoch 8, lr 0.0001

(8,1001) 0 step loss : 0.001355
(8,1001) epoch loss : 0.021684
Epoch 9, lr 0.0001

(9,1001) 0 step loss : 0.001351
(9,1001) epoch loss : 0.021609
Epoch 10, lr 0.0001

(10,1001) 0 step loss : 0.001356
(10,1001) epoch loss : 0.021689
Epoch 11, lr 0.0001

(11,1001) 0 step loss : 0.001321
(11,1001) epoch loss : 0.021139
Epoch 12, lr 0.0001

(12,1001) 0 step loss : 0.001298
(12,1001) epoch loss : 0.020771
Epoch 13, lr 0.0001

(13,1001) 0 step loss : 0.001279
(13,1001) epoch loss : 0.020468
Epoch 14, lr 0.0001

(14,1001) 0 step loss : 0.001263
(14,1001) epoch loss : 0.020207
Epoch 15, lr 0.0001

(15,1001) 0 step loss : 0.001251
(15,1001) epoch loss : 0.020017
Epoch 16, lr 0.0001

(16,1001) 0 step loss : 0.001241
(16,1001) epoch loss : 0.019860
Epoch 17, lr 0.0001

(17,1001) 0 step loss : 0.001230
(17,1001) epoch loss : 0.019683
Epoch 801, lr 0.0001

(801,1001) 0 step loss : 0.001395
(801,1001) epoch loss : 0.022323
Epoch 802, lr 0.0001

(802,1001) 0 step loss : 0.001323
(802,1001) epoch loss : 0.021163
Epoch 803, lr 0.0001

(803,1001) 0 step loss : 0.001278
(803,1001) epoch loss : 0.020450
Epoch 804, lr 0.0001

(804,1001) 0 step loss : 0.001230
(804,1001) epoch loss : 0.019677
Epoch 805, lr 0.0001

(805,1001) 0 step loss : 0.001181
(805,1001) epoch loss : 0.018894
Epoch 806, lr 0.0001

(806,1001) 0 step loss : 0.001144
(806,1001) epoch loss : 0.018308
Epoch 807, lr 0.0001

(807,1001) 0 step loss : 0.001108
(807,1001) epoch loss : 0.017726
Epoch 808, lr 0.0001

(808,1001) 0 step loss : 0.001076
(808,1001) epoch loss : 0.017210
Epoch 809, lr 0.0001

(809,1001) 0 step loss : 0.001099
(809,1001) epoch loss : 0.017579
Epoch 810, lr 0.0001

(810,1001) 0 step loss : 0.001056
(810,1001) epoch loss : 0.016893
Epoch 811, lr 0.0001

(811,1001) 0 step loss : 0.001057
(811,1001) epoch loss : 0.016918
Epoch 812, lr 0.0001

(812,1001) 0 step loss : 0.001038
(812,1001) epoch loss : 0.016609
Epoch 813, lr 0.0001

(813,1001) 0 step loss : 0.001014
(813,1001) epoch loss : 0.016229
Epoch 814, lr 0.0001

(814,1001) 0 step loss : 0.000976
(814,1001) epoch loss : 0.015623
Epoch 815, lr 0.0001

(815,1001) 0 step loss : 0.000970
(815,1001) epoch loss : 0.015516
Epoch 816, lr 0.0001

(816,1001) 0 step loss : 0.000960
(816,1001) epoch loss : 0.015355
Epoch 817, lr 0.0001

(817,1001) 0 step loss : 0.000934
(817,1001) epoch loss : 0.014945
Epoch 818, lr 0.0001

(818,1001) 0 step loss : 0.000924
(818,1001) epoch loss : 0.014783
Epoch 819, lr 0.0001

(819,1001) 0 step loss : 0.000909
(819,1001) epoch loss : 0.014552
Epoch 820, lr 0.0001

(820,1001) 0 step loss : 0.000896
(820,1001) epoch loss : 0.014333
Epoch 821, lr 0.0001

(821,1001) 0 step loss : 0.000889
(821,1001) epoch loss : 0.014227
Epoch 822, lr 0.0001

(822,1001) 0 step loss : 0.000880
(822,1001) epoch loss : 0.014084
Epoch 823, lr 0.0001

(823,1001) 0 step loss : 0.000878
(823,1001) epoch loss : 0.014043
Epoch 824, lr 0.0001

(824,1001) 0 step loss : 0.000862
(824,1001) epoch loss : 0.013794
Epoch 825, lr 0.0001

(825,1001) 0 step loss : 0.000847
(825,1001) epoch loss : 0.013546
Epoch 826, lr 0.0001

(826,1001) 0 step loss : 0.000854
(826,1001) epoch loss : 0.013658
Epoch 827, lr 0.0001

(827,1001) 0 step loss : 0.000836
(827,1001) epoch loss : 0.013373
Epoch 828, lr 0.0001

(828,1001) 0 step loss : 0.000837
(828,1001) epoch loss : 0.013392
Epoch 829, lr 0.0001

(829,1001) 0 step loss : 0.000826
(829,1001) epoch loss : 0.013214
Epoch 830, lr 0.0001

(830,1001) 0 step loss : 0.000830
(830,1001) epoch loss : 0.013282
Epoch 831, lr 0.0001

(831,1001) 0 step loss : 0.000820
(831,1001) epoch loss : 0.013113
Epoch 832, lr 0.0001

(832,1001) 0 step loss : 0.000805
(832,1001) epoch loss : 0.012877
Epoch 833, lr 0.0001

(833,1001) 0 step loss : 0.000791
(833,1001) epoch loss : 0.012655
Epoch 834, lr 0.0001

(834,1001) 0 step loss : 0.000788
(834,1001) epoch loss : 0.012608
Epoch 835, lr 0.0001

(835,1001) 0 step loss : 0.000788
(835,1001) epoch loss : 0.012609
Epoch 836, lr 0.0001

(836,1001) 0 step loss : 0.000779
(836,1001) epoch loss : 0.012471
Epoch 837, lr 0.0001

(837,1001) 0 step loss : 0.000766
(837,1001) epoch loss : 0.012261
Epoch 838, lr 0.0001

(838,1001) 0 step loss : 0.000757
(838,1001) epoch loss : 0.012116
Epoch 839, lr 0.0001

(839,1001) 0 step loss : 0.000749
(839,1001) epoch loss : 0.011983
Epoch 840, lr 0.0001

(840,1001) 0 step loss : 0.000739
(840,1001) epoch loss : 0.011819
Epoch 841, lr 0.0001

(841,1001) 0 step loss : 0.000736
(841,1001) epoch loss : 0.011771
Epoch 842, lr 0.0001

(842,1001) 0 step loss : 0.000733
(842,1001) epoch loss : 0.011734
Epoch 843, lr 0.0001

(843,1001) 0 step loss : 0.000723
(843,1001) epoch loss : 0.011561
Epoch 844, lr 0.0001

(844,1001) 0 step loss : 0.000724
(844,1001) epoch loss : 0.011579
Epoch 845, lr 0.0001

(845,1001) 0 step loss : 0.000719
(845,1001) epoch loss : 0.011506
Epoch 846, lr 0.0001

(846,1001) 0 step loss : 0.000724
(846,1001) epoch loss : 0.011584
Epoch 847, lr 0.0001

(847,1001) 0 step loss : 0.000719
(847,1001) epoch loss : 0.011510
Epoch 848, lr 0.0001

(848,1001) 0 step loss : 0.000709
(848,1001) epoch loss : 0.011349
Epoch 849, lr 0.0001

(849,1001) 0 step loss : 0.000708
(849,1001) epoch loss : 0.011336
Epoch 850, lr 0.0001

(850,1001) 0 step loss : 0.000706
(850,1001) epoch loss : 0.011288
Epoch 851, lr 0.0001

(851,1001) 0 step loss : 0.000701
(851,1001) epoch loss : 0.011224
Epoch 852, lr 0.0001

(852,1001) 0 step loss : 0.000696
(852,1001) epoch loss : 0.011142
Epoch 853, lr 0.0001

(853,1001) 0 step loss : 0.000698
(853,1001) epoch loss : 0.011161
Epoch 854, lr 0.0001

(854,1001) 0 step loss : 0.000686
(854,1001) epoch loss : 0.010975
Epoch 855, lr 0.0001

(855,1001) 0 step loss : 0.000685
(855,1001) epoch loss : 0.010953
Epoch 856, lr 0.0001

(856,1001) 0 step loss : 0.000678
(856,1001) epoch loss : 0.010852
Epoch 857, lr 0.0001

(857,1001) 0 step loss : 0.000677
(857,1001) epoch loss : 0.010831
Epoch 858, lr 0.0001

(858,1001) 0 step loss : 0.000671
(858,1001) epoch loss : 0.010738
Epoch 859, lr 0.0001

(859,1001) 0 step loss : 0.000670
(859,1001) epoch loss : 0.010720
Epoch 860, lr 0.0001

(860,1001) 0 step loss : 0.000660
(860,1001) epoch loss : 0.010562
Epoch 861, lr 0.0001

(861,1001) 0 step loss : 0.000655
(861,1001) epoch loss : 0.010481
Epoch 862, lr 0.0001

(862,1001) 0 step loss : 0.000659
(862,1001) epoch loss : 0.010547
Epoch 863, lr 0.0001

(863,1001) 0 step loss : 0.000650
(863,1001) epoch loss : 0.010402
Epoch 864, lr 0.0001

(864,1001) 0 step loss : 0.000650
(864,1001) epoch loss : 0.010397
Epoch 865, lr 0.0001

(865,1001) 0 step loss : 0.000645
(865,1001) epoch loss : 0.010319
Epoch 866, lr 0.0001

(866,1001) 0 step loss : 0.000635
(866,1001) epoch loss : 0.010163
Epoch 867, lr 0.0001

(867,1001) 0 step loss : 0.000631
(867,1001) epoch loss : 0.010104
Epoch 868, lr 0.0001

(868,1001) 0 step loss : 0.000628
(868,1001) epoch loss : 0.010047
Epoch 869, lr 0.0001

(869,1001) 0 step loss : 0.000622
(869,1001) epoch loss : 0.009945
Epoch 870, lr 0.0001

(870,1001) 0 step loss : 0.000619
(870,1001) epoch loss : 0.009908
Epoch 871, lr 0.0001

(871,1001) 0 step loss : 0.000635
(871,1001) epoch loss : 0.010159
Epoch 872, lr 0.0001

(872,1001) 0 step loss : 0.000643
(872,1001) epoch loss : 0.010294
Epoch 873, lr 0.0001

(873,1001) 0 step loss : 0.000620
(873,1001) epoch loss : 0.009917
Epoch 874, lr 0.0001

(874,1001) 0 step loss : 0.000621
(874,1001) epoch loss : 0.009937
Epoch 875, lr 0.0001

(875,1001) 0 step loss : 0.000619
(875,1001) epoch loss : 0.009903
Epoch 876, lr 0.0001

(876,1001) 0 step loss : 0.000605
(876,1001) epoch loss : 0.009678
Epoch 877, lr 0.0001

(877,1001) 0 step loss : 0.000607
(877,1001) epoch loss : 0.009713
Epoch 878, lr 0.0001

(878,1001) 0 step loss : 0.000603
(878,1001) epoch loss : 0.009645
Epoch 879, lr 0.0001

(879,1001) 0 step loss : 0.000612
(879,1001) epoch loss : 0.009797
Epoch 880, lr 0.0001

(880,1001) 0 step loss : 0.000597
(880,1001) epoch loss : 0.009554
Epoch 881, lr 0.0001

(881,1001) 0 step loss : 0.000593
(881,1001) epoch loss : 0.009492
Epoch 882, lr 0.0001

(882,1001) 0 step loss : 0.000601
(882,1001) epoch loss : 0.009622
Epoch 883, lr 0.0001

(883,1001) 0 step loss : 0.000593
(883,1001) epoch loss : 0.009496
Epoch 884, lr 0.0001

(884,1001) 0 step loss : 0.000587
(884,1001) epoch loss : 0.009388
Epoch 885, lr 0.0001

(885,1001) 0 step loss : 0.000607
(885,1001) epoch loss : 0.009718
Epoch 886, lr 0.0001

(886,1001) 0 step loss : 0.000585
(886,1001) epoch loss : 0.009365
Epoch 887, lr 0.0001

(887,1001) 0 step loss : 0.000606
(887,1001) epoch loss : 0.009699
Epoch 888, lr 0.0001

(888,1001) 0 step loss : 0.000594
(888,1001) epoch loss : 0.009511
Epoch 889, lr 0.0001

(889,1001) 0 step loss : 0.000594
(889,1001) epoch loss : 0.009510
Epoch 890, lr 0.0001

(890,1001) 0 step loss : 0.000606
(890,1001) epoch loss : 0.009698
Epoch 891, lr 0.0001

(891,1001) 0 step loss : 0.000592
(891,1001) epoch loss : 0.009476
Epoch 892, lr 0.0001

(892,1001) 0 step loss : 0.000586
(892,1001) epoch loss : 0.009381
Epoch 893, lr 0.0001

(893,1001) 0 step loss : 0.000588
(893,1001) epoch loss : 0.009406
Epoch 894, lr 0.0001

(894,1001) 0 step loss : 0.000585
(894,1001) epoch loss : 0.009354
Epoch 895, lr 0.0001

(895,1001) 0 step loss : 0.000588
(895,1001) epoch loss : 0.009415
Epoch 896, lr 0.0001

(896,1001) 0 step loss : 0.000579
(896,1001) epoch loss : 0.009260
Epoch 897, lr 0.0001

(897,1001) 0 step loss : 0.000578
(897,1001) epoch loss : 0.009254
Epoch 898, lr 0.0001

(898,1001) 0 step loss : 0.000570
(898,1001) epoch loss : 0.009120
Epoch 899, lr 0.0001

(899,1001) 0 step loss : 0.000570
(899,1001) epoch loss : 0.009117
Epoch 900, lr 0.0001

(900,1001) 0 step loss : 0.000571
(900,1001) epoch loss : 0.009133
Epoch 901, lr 0.0001

(901,1001) 0 step loss : 0.000568
(901,1001) epoch loss : 0.009082
Epoch 902, lr 0.0001

(902,1001) 0 step loss : 0.000562
(902,1001) epoch loss : 0.008989
Epoch 903, lr 0.0001

(903,1001) 0 step loss : 0.000566
(903,1001) epoch loss : 0.009058
Epoch 904, lr 0.0001

(904,1001) 0 step loss : 0.000559
(904,1001) epoch loss : 0.008951
Epoch 905, lr 0.0001

(905,1001) 0 step loss : 0.000557
(905,1001) epoch loss : 0.008916
Epoch 906, lr 0.0001

(906,1001) 0 step loss : 0.000549
(906,1001) epoch loss : 0.008792
Epoch 907, lr 0.0001

(907,1001) 0 step loss : 0.000552
(907,1001) epoch loss : 0.008830
Epoch 908, lr 0.0001

(908,1001) 0 step loss : 0.000553
(908,1001) epoch loss : 0.008855
Epoch 909, lr 0.0001

(909,1001) 0 step loss : 0.000562
(909,1001) epoch loss : 0.008991
Epoch 910, lr 0.0001

(910,1001) 0 step loss : 0.000545
(910,1001) epoch loss : 0.008720
Epoch 911, lr 0.0001

(911,1001) 0 step loss : 0.000548
(911,1001) epoch loss : 0.008766
Epoch 912, lr 0.0001

(912,1001) 0 step loss : 0.000551
(912,1001) epoch loss : 0.008808
Epoch 913, lr 0.0001

(913,1001) 0 step loss : 0.000546
(913,1001) epoch loss : 0.008728
Epoch 914, lr 0.0001

(914,1001) 0 step loss : 0.000538
(914,1001) epoch loss : 0.008616
Epoch 915, lr 0.0001

(915,1001) 0 step loss : 0.000534
(915,1001) epoch loss : 0.008546
Epoch 916, lr 0.0001

(916,1001) 0 step loss : 0.000536
(916,1001) epoch loss : 0.008582
Epoch 917, lr 0.0001

(917,1001) 0 step loss : 0.000526
(917,1001) epoch loss : 0.008414
Epoch 918, lr 0.0001

(918,1001) 0 step loss : 0.000535
(918,1001) epoch loss : 0.008553
Epoch 919, lr 0.0001

(919,1001) 0 step loss : 0.000529
(919,1001) epoch loss : 0.008457
Epoch 920, lr 0.0001

(920,1001) 0 step loss : 0.000533
(920,1001) epoch loss : 0.008532
Epoch 921, lr 0.0001

(921,1001) 0 step loss : 0.000526
(921,1001) epoch loss : 0.008413
Epoch 922, lr 0.0001

(922,1001) 0 step loss : 0.000516
(922,1001) epoch loss : 0.008252
Epoch 923, lr 0.0001

(923,1001) 0 step loss : 0.000518
(923,1001) epoch loss : 0.008291
Epoch 924, lr 0.0001

(924,1001) 0 step loss : 0.000518
(924,1001) epoch loss : 0.008290
Epoch 925, lr 0.0001

(925,1001) 0 step loss : 0.000513
(925,1001) epoch loss : 0.008201
Epoch 926, lr 0.0001

(926,1001) 0 step loss : 0.000516
(926,1001) epoch loss : 0.008264
Epoch 927, lr 0.0001

(927,1001) 0 step loss : 0.000506
(927,1001) epoch loss : 0.008096
Epoch 928, lr 0.0001

(928,1001) 0 step loss : 0.000505
(928,1001) epoch loss : 0.008086
Epoch 929, lr 0.0001

(929,1001) 0 step loss : 0.000503
(929,1001) epoch loss : 0.008043
Epoch 930, lr 0.0001

(930,1001) 0 step loss : 0.000505
(930,1001) epoch loss : 0.008085
Epoch 931, lr 0.0001

(931,1001) 0 step loss : 0.000502
(931,1001) epoch loss : 0.008040
Epoch 932, lr 0.0001

(932,1001) 0 step loss : 0.000503
(932,1001) epoch loss : 0.008045
Epoch 933, lr 0.0001

(933,1001) 0 step loss : 0.000506
(933,1001) epoch loss : 0.008090
Epoch 934, lr 0.0001

(934,1001) 0 step loss : 0.000504
(934,1001) epoch loss : 0.008068
Epoch 935, lr 0.0001

(935,1001) 0 step loss : 0.000493
(935,1001) epoch loss : 0.007892
Epoch 936, lr 0.0001

(936,1001) 0 step loss : 0.000494
(936,1001) epoch loss : 0.007903
Epoch 937, lr 0.0001

(937,1001) 0 step loss : 0.000494
(937,1001) epoch loss : 0.007907
Epoch 938, lr 0.0001

(938,1001) 0 step loss : 0.000503
(938,1001) epoch loss : 0.008046
Epoch 939, lr 0.0001

(939,1001) 0 step loss : 0.000499
(939,1001) epoch loss : 0.007990
Epoch 940, lr 0.0001

(940,1001) 0 step loss : 0.000500
(940,1001) epoch loss : 0.008008
Epoch 941, lr 0.0001

(941,1001) 0 step loss : 0.000485
(941,1001) epoch loss : 0.007759
Epoch 942, lr 0.0001

(942,1001) 0 step loss : 0.000486
(942,1001) epoch loss : 0.007771
Epoch 943, lr 0.0001

(943,1001) 0 step loss : 0.000490
(943,1001) epoch loss : 0.007835
Epoch 944, lr 0.0001

(944,1001) 0 step loss : 0.000485
(944,1001) epoch loss : 0.007752
Epoch 945, lr 0.0001

(945,1001) 0 step loss : 0.000480
(945,1001) epoch loss : 0.007674
Epoch 946, lr 0.0001

(946,1001) 0 step loss : 0.000479
(946,1001) epoch loss : 0.007661
Epoch 947, lr 0.0001

(947,1001) 0 step loss : 0.000483
(947,1001) epoch loss : 0.007721
Epoch 948, lr 0.0001

(948,1001) 0 step loss : 0.000484
(948,1001) epoch loss : 0.007746
Epoch 949, lr 0.0001

(949,1001) 0 step loss : 0.000487
(949,1001) epoch loss : 0.007800
Epoch 950, lr 0.0001

(950,1001) 0 step loss : 0.000483
(950,1001) epoch loss : 0.007735
Epoch 951, lr 1e-05

(951,1001) 0 step loss : 0.000475
(951,1001) epoch loss : 0.007607
Epoch 952, lr 1e-05

(952,1001) 0 step loss : 0.000470
(952,1001) epoch loss : 0.007512
Epoch 953, lr 1e-05

(953,1001) 0 step loss : 0.000461
(953,1001) epoch loss : 0.007368
Epoch 954, lr 1e-05

(954,1001) 0 step loss : 0.000455
(954,1001) epoch loss : 0.007285
Epoch 955, lr 1e-05

(955,1001) 0 step loss : 0.000455
(955,1001) epoch loss : 0.007279
Epoch 956, lr 1e-05

(956,1001) 0 step loss : 0.000455
(956,1001) epoch loss : 0.007285
Epoch 957, lr 1e-05

(957,1001) 0 step loss : 0.000453
(957,1001) epoch loss : 0.007243
Epoch 958, lr 1e-05

(958,1001) 0 step loss : 0.000449
(958,1001) epoch loss : 0.007183
Epoch 959, lr 1e-05

(959,1001) 0 step loss : 0.000446
(959,1001) epoch loss : 0.007143
Epoch 960, lr 1e-05

(960,1001) 0 step loss : 0.000446
(960,1001) epoch loss : 0.007134
Epoch 961, lr 1e-05

(961,1001) 0 step loss : 0.000445
(961,1001) epoch loss : 0.007115
Epoch 962, lr 1e-05

(962,1001) 0 step loss : 0.000442
(962,1001) epoch loss : 0.007079
Epoch 963, lr 1e-05

(963,1001) 0 step loss : 0.000440
(963,1001) epoch loss : 0.007046
Epoch 964, lr 1e-05

(964,1001) 0 step loss : 0.000440
(964,1001) epoch loss : 0.007033
Epoch 965, lr 1e-05

(965,1001) 0 step loss : 0.000439
(965,1001) epoch loss : 0.007023
Epoch 966, lr 1e-05

(966,1001) 0 step loss : 0.000437
(966,1001) epoch loss : 0.006997
Epoch 967, lr 1e-05

(967,1001) 0 step loss : 0.000435
(967,1001) epoch loss : 0.006967
Epoch 968, lr 1e-05

(968,1001) 0 step loss : 0.000435
(968,1001) epoch loss : 0.006952
Epoch 969, lr 1e-05

(969,1001) 0 step loss : 0.000434
(969,1001) epoch loss : 0.006939
Epoch 970, lr 1e-05

(970,1001) 0 step loss : 0.000432
(970,1001) epoch loss : 0.006918
Epoch 971, lr 1e-05

(971,1001) 0 step loss : 0.000431
(971,1001) epoch loss : 0.006895
